study.name,year,group.name,n,d.pair,t.pair,df.pair,mdif.pair,sdif,stder.pair,mpre,sdpre,mpos,sdpos,r.prepos,rev.sign,rev.group,autoreg,post,control,outcome,time,control_type,measure
Frear_Chiu,2016,NA,16,NA,NA,NA,NA,NA,NA,64.1,20.2,62.94,29.32,NA,NA,NA,NA,2,TRUE,1,2,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guo,2015,NA,25,NA,NA,NA,NA,NA,NA,57.82,18.14,67.79,17.52,NA,NA,NA,NA,1,FALSE,1,1,1,1
Guo,2015,NA,25,NA,NA,NA,NA,NA,NA,57.82,18.14,65.11,17.74,NA,NA,NA,NA,2,FALSE,1,3,1,1
Guo,2015,NA,25,NA,NA,NA,NA,NA,NA,57.82,18.14,72.62,13.72,NA,NA,NA,NA,3,FALSE,1,4,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,60.41,16.44,72.96,14.12,NA,NA,NA,NA,1,FALSE,1,1,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,60.41,16.44,69.51,15.3,NA,NA,NA,NA,2,FALSE,1,3,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,60.41,16.44,64.49,19.08,NA,NA,NA,NA,3,FALSE,1,4,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,59.26,18.27,75.4,17.96,NA,NA,NA,NA,1,FALSE,1,1,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,59.26,18.27,66.43,18.5,NA,NA,NA,NA,2,FALSE,1,3,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,59.26,18.27,72.87,13.94,NA,NA,NA,NA,3,FALSE,1,4,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,56.54,17.59,75.08,13.37,NA,NA,NA,NA,1,FALSE,1,1,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,56.54,17.59,72.18,16.2,NA,NA,NA,NA,2,FALSE,1,3,1,1
Guo,2015,NA,24,NA,NA,NA,NA,NA,NA,56.54,17.59,68.99,20.02,NA,NA,NA,NA,3,FALSE,1,4,1,1
Guo,2015,NA,23,NA,NA,NA,NA,NA,NA,62.12,19.68,77.1,14.02,NA,NA,NA,NA,1,FALSE,1,1,1,1
Guo,2015,NA,23,NA,NA,NA,NA,NA,NA,62.12,19.68,71.74,15.75,NA,NA,NA,NA,2,FALSE,1,3,1,1
Guo,2015,NA,23,NA,NA,NA,NA,NA,NA,62.12,19.68,75.4,14.73,NA,NA,NA,NA,3,FALSE,1,4,1,1
Guo,2015,NA,27,NA,NA,NA,NA,NA,NA,68.8,14.66,69.81,14.63,NA,NA,NA,NA,2,TRUE,1,1,1,1
Guo,2015,NA,27,NA,NA,NA,NA,NA,NA,68.8,14.66,68.37,16.48,NA,NA,NA,NA,1,TRUE,1,3,1,1
Guo,2015,NA,27,NA,NA,NA,NA,NA,NA,68.8,14.66,69.3,20.15,NA,NA,NA,NA,3,TRUE,1,4,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hartshorn,2008,NA,28,NA,NA,NA,NA,NA,NA,79.66,16.05,84.81,15.28,NA,NA,NA,NA,1,FALSE,1,2,1,1
Hartshorn,2008,NA,28,NA,NA,NA,NA,NA,NA,71.68,16.79,79.31,15.17,NA,NA,NA,NA,1,FALSE,2,2,1,2
Hartshorn,2008,NA,28,NA,NA,NA,NA,NA,NA,95.8,5.17,97.86,3.05,NA,NA,NA,NA,1,FALSE,3,2,1,3
Hartshorn,2008,NA,28,NA,NA,NA,NA,NA,NA,93.63,6.9,93.31,8.23,NA,NA,NA,NA,1,FALSE,4,2,1,4
Hartshorn,2008,NA,19,NA,NA,NA,NA,NA,NA,86.62,15.05,79.44,17.14,NA,NA,NA,NA,1,TRUE,1,2,1,1
Hartshorn,2008,NA,19,NA,NA,NA,NA,NA,NA,81.23,10,76.84,11.54,NA,NA,NA,NA,1,TRUE,2,2,1,2
Hartshorn,2008,NA,19,NA,NA,NA,NA,NA,NA,96.07,4.58,96.47,3.52,NA,NA,NA,NA,1,TRUE,3,2,1,3
Hartshorn,2008,NA,19,NA,NA,NA,NA,NA,NA,95.31,5.08,96.25,4.68,NA,NA,NA,NA,1,TRUE,4,2,1,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harts_Evans,2015,NA,15,NA,NA,NA,NA,NA,NA,0.215,0.124,0.362,0.158,NA,NA,NA,NA,1,FALSE,1,2,0,1
Harts_Evans,2015,NA,12,NA,NA,NA,NA,NA,NA,0.156,0.116,0.164,0.094,NA,NA,NA,NA,1,TRUE,1,2,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiang_Xiao,2014,NA,29,NA,NA,NA,NA,NA,NA,0.36,0.14,0.51,0.12,NA,NA,NA,NA,1,FALSE,1,1,0,1
Jiang_Xiao,2014,NA,29,NA,NA,NA,NA,NA,NA,0.36,0.14,0.53,0.09,NA,NA,NA,NA,2,FALSE,1,3,0,1
Jiang_Xiao,2014,NA,31,NA,NA,NA,NA,NA,NA,0.32,0.19,0.46,0.17,NA,NA,NA,NA,1,FALSE,1,1,0,1
Jiang_Xiao,2014,NA,31,NA,NA,NA,NA,NA,NA,0.32,0.19,0.47,0.13,NA,NA,NA,NA,2,FALSE,1,3,0,1
Jiang_Xiao,2014,NA,32,NA,NA,NA,NA,NA,NA,0.35,0.14,0.37,0.1,NA,NA,NA,NA,1,TRUE,1,1,0,1
Jiang_Xiao,2014,NA,32,NA,NA,NA,NA,NA,NA,0.35,0.14,0.37,0.1,NA,NA,NA,NA,2,TRUE,1,3,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karim_End.,2019,NA,24,NA,NA,NA,NA,NA,NA,32.75,20.68,24.95,16,NA,NA,NA,NA,1,FALSE,1,2,0,1
Karim_End.,2019,NA,24,NA,NA,NA,NA,NA,NA,32.75,20.68,11.5,11.72,NA,NA,NA,NA,2,FALSE,1,3,0,1
Karim_End.,2019,NA,24,NA,NA,NA,NA,NA,NA,32.75,20.68,16.2,14.33,NA,NA,NA,NA,3,FALSE,1,3,0,1
Karim_End.,2019,NA,23,NA,NA,NA,NA,NA,NA,40.95,18.75,18.52,13.18,NA,NA,NA,NA,1,FALSE,1,2,0,1
Karim_End.,2019,NA,23,NA,NA,NA,NA,NA,NA,40.95,18.75,8.65,9.69,NA,NA,NA,NA,2,FALSE,1,3,0,1
Karim_End.,2019,NA,23,NA,NA,NA,NA,NA,NA,40.95,18.75,11.78,20.63,NA,NA,NA,NA,3,FALSE,1,3,0,1
Karim_End.,2019,NA,18,NA,NA,NA,NA,NA,NA,28.22,19.41,35.5,23.73,NA,NA,NA,NA,1,FALSE,1,2,0,1
Karim_End.,2019,NA,18,NA,NA,NA,NA,NA,NA,28.22,19.41,19.88,13.49,NA,NA,NA,NA,2,FALSE,1,3,0,1
Karim_End.,2019,NA,18,NA,NA,NA,NA,NA,NA,28.22,19.41,30.33,18.86,NA,NA,NA,NA,3,FALSE,1,3,0,1
Karim_End.,2019,NA,21,NA,NA,NA,NA,NA,NA,24.52,20.82,24.61,18.79,NA,NA,NA,NA,1,TRUE,1,2,0,1
Karim_End.,2019,NA,21,NA,NA,NA,NA,NA,NA,24.52,20.82,21.23,18.07,NA,NA,NA,NA,2,TRUE,1,3,0,1
Karim_End.,2019,NA,21,NA,NA,NA,NA,NA,NA,24.52,20.82,21.52,17.93,NA,NA,NA,NA,3,TRUE,1,3,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karim_Nas.,2018,NA,14,NA,NA,NA,0.908,4.12,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,FALSE,1,2,0,1
Karim_Nas.,2018,NA,13,NA,NA,NA,3.48,6.63,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,FALSE,1,2,0,1
Karim_Nas.,2018,NA,14,NA,NA,NA,7.49,6.53,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,FALSE,1,2,0,1
Karim_Nas.,2018,NA,12,NA,NA,NA,2.83,7.14,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,TRUE,1,2,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kassim_Ng,2014,NA,30,NA,NA,NA,NA,NA,NA,71.04,9.63,77.8,9.55,NA,NA,NA,NA,1,FALSE,1,1,0,1
Kassim_Ng,2014,NA,30,NA,NA,NA,NA,NA,NA,71.04,9.63,78.27,9.28,NA,NA,NA,NA,2,FALSE,1,4,0,1
Kassim_Ng,2014,NA,30,NA,NA,NA,NA,NA,NA,72.17,9.43,81.77,7.09,NA,NA,NA,NA,1,FALSE,1,1,0,1
Kassim_Ng,2014,NA,30,NA,NA,NA,NA,NA,NA,72.17,9.43,81.3,6.81,NA,NA,NA,NA,2,FALSE,1,4,0,1
Kassim_Ng,2014,NA,30,NA,NA,NA,NA,NA,NA,71.13,9.99,70.37,8.19,NA,NA,NA,NA,1,TRUE,1,1,0,1
Kassim_Ng,2014,NA,30,NA,NA,NA,NA,NA,NA,71.13,9.99,70.2,8.21,NA,NA,NA,NA,2,TRUE,1,4,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mubarak,2013,NA,17,NA,-4.366,NA,NA,NA,NA,0.395,0.28,0.62,0.237,NA,NA,TRUE,NA,1,NA,1,1,0,1
Mubarak,2013,NA,17,NA,NA,NA,NA,NA,NA,0.395,0.28,0.52,0.205,NA,NA,NA,NA,2,NA,1,4,0,1
Mubarak,2013,NA,17,NA,6.015,NA,NA,NA,NA,0.1,0.046,0.055,0.023,NA,TRUE,TRUE,NA,1,NA,2,1,0,2
Mubarak,2013,NA,17,NA,NA,NA,NA,NA,NA,0.1,0.046,0.062,0.027,NA,NA,NA,NA,2,NA,2,4,0,2
Mubarak,2013,NA,17,NA,-5.245,NA,NA,NA,NA,53.7,24.26,76.05,19.04,NA,NA,TRUE,NA,1,NA,3,1,0,3
Mubarak,2013,NA,17,NA,NA,NA,NA,NA,NA,53.7,24.26,67.17,20.1,NA,NA,NA,NA,2,NA,3,4,0,3
Mubarak,2013,NA,17,NA,-2.055,NA,NA,NA,NA,57.11,23.89,71.76,25.8,NA,NA,TRUE,NA,1,NA,4,1,0,4
Mubarak,2013,NA,17,NA,NA,NA,NA,NA,NA,57.11,23.89,63.76,19.25,NA,NA,NA,NA,2,NA,4,4,0,4
Mubarak,2013,NA,16,NA,-0.839,NA,NA,NA,NA,0.446,0.282,0.499,0.279,NA,NA,TRUE,NA,1,NA,1,1,0,1
Mubarak,2013,NA,16,NA,NA,NA,NA,NA,NA,0.446,0.282,0.513,0.195,NA,NA,NA,NA,2,NA,1,4,0,1
Mubarak,2013,NA,16,NA,7.864,NA,NA,NA,NA,0.105,0.03,0.053,0.026,NA,TRUE,TRUE,NA,1,NA,2,1,0,2
Mubarak,2013,NA,16,NA,NA,NA,NA,NA,NA,0.105,0.03,0.056,0.025,NA,NA,NA,NA,2,NA,2,4,0,2
Mubarak,2013,NA,16,NA,-2.449,NA,NA,NA,NA,63.43,18.5,73.68,15.4,NA,NA,TRUE,NA,1,NA,3,1,0,3
Mubarak,2013,NA,16,NA,NA,NA,NA,NA,NA,63.43,18.5,67.75,14.43,NA,NA,NA,NA,2,NA,3,4,0,3
Mubarak,2013,NA,16,NA,-4.788,NA,NA,NA,NA,55.25,12.67,75.87,18.82,NA,NA,TRUE,NA,1,NA,4,1,0,4
Mubarak,2013,NA,16,NA,NA,NA,NA,NA,NA,55.25,12.67,65.62,9.84,NA,NA,NA,NA,2,NA,4,4,0,4
Mubarak,2013,NA,13,NA,-0.401,NA,NA,NA,NA,0.545,0.272,0.516,0.267,NA,NA,TRUE,NA,1,TRUE,1,1,0,1
Mubarak,2013,NA,13,NA,NA,NA,NA,NA,NA,0.545,0.272,0.436,0.204,NA,NA,NA,NA,2,TRUE,1,4,0,1
Mubarak,2013,NA,13,NA,2.793,NA,NA,NA,NA,0.093,0.032,0.083,0.028,NA,TRUE,TRUE,NA,1,TRUE,2,1,0,2
Mubarak,2013,NA,13,NA,NA,NA,NA,NA,NA,0.093,0.032,0.078,0.032,NA,NA,NA,NA,2,TRUE,2,4,0,2
Mubarak,2013,NA,13,NA,-3.007,NA,NA,NA,NA,59.15,21.59,73.46,17.34,NA,NA,TRUE,NA,1,TRUE,3,1,0,3
Mubarak,2013,NA,13,NA,NA,NA,NA,NA,NA,59.15,21.59,67.07,13.41,NA,NA,NA,NA,2,TRUE,3,4,0,3
Mubarak,2013,NA,13,NA,-2.48,NA,NA,NA,NA,48.23,21.82,64.76,21.43,NA,NA,TRUE,NA,1,TRUE,4,1,0,4
Mubarak,2013,NA,13,NA,NA,NA,NA,NA,NA,48.23,21.82,61,14.66,NA,NA,NA,NA,2,TRUE,4,4,0,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Munoz,2011,NA,25,NA,NA,NA,NA,NA,NA,13.02,7.62,9.79,7.11,NA,TRUE,NA,NA,1,NA,1,2,1,1
Munoz,2011,NA,22,NA,NA,NA,NA,NA,NA,10.75,5.33,11.51,4.94,NA,TRUE,NA,NA,1,NA,1,2,1,1
Munoz,2011,NA,15,NA,NA,NA,NA,NA,NA,10.76,5.54,10.85,6.13,NA,TRUE,NA,NA,1,TRUE,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nakazawa,2006,NA,15,NA,NA,NA,-0.011487,0.0708601,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,NA,1,4,2,1
Nakazawa,2006,NA,16,NA,NA,NA,-0.051355,0.1973591,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,NA,1,4,2,1
Nakazawa,2006,NA,17,NA,NA,NA,-0.045599,0.076619,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,NA,1,4,2,1
Nakazawa,2006,NA,10,NA,NA,NA,-0.048219,0.0569367,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,1,TRUE,1,4,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemati_etal,2019,NA,27,NA,NA,NA,NA,NA,NA,39.18,4.29,70.33,12.87,NA,NA,NA,NA,1,NA,1,2,2,1
Nemati_etal,2019,NA,27,NA,NA,NA,NA,NA,NA,39.18,4.29,57.59,12.66,NA,NA,NA,NA,2,NA,1,3,2,1
Nemati_etal,2019,NA,29,NA,NA,NA,NA,NA,NA,40.86,5.3,48.24,15.56,NA,NA,NA,NA,1,NA,1,2,2,1
Nemati_etal,2019,NA,29,NA,NA,NA,NA,NA,NA,40.86,5.3,35.48,11.76,NA,NA,NA,NA,2,NA,1,3,2,1
Nemati_etal,2019,NA,31,NA,NA,NA,NA,NA,NA,37.7,5.58,22.87,9.88,NA,NA,NA,NA,1,TRUE,1,2,2,1
Nemati_etal,2019,NA,31,NA,NA,NA,NA,NA,NA,37.7,5.58,16.41,7.47,NA,NA,NA,NA,2,TRUE,1,3,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nusrat.etal.,2019,NA,25,NA,NA,NA,NA,NA,NA,1.92,0.7,1.96,0.73,NA,TRUE,NA,NA,1,NA,1,1,0,1
Nusrat.etal.,2019,NA,25,NA,NA,NA,NA,NA,NA,1.88,0.67,2.24,0.78,NA,TRUE,NA,NA,1,NA,2,2,0,2
Nusrat.etal.,2019,NA,25,NA,NA,NA,NA,NA,NA,1.56,0.77,0.8,0.5,NA,TRUE,NA,NA,1,NA,3,3,0,3
Nusrat.etal.,2019,NA,25,NA,NA,NA,NA,NA,NA,2,0.5,1.92,0.57,NA,TRUE,NA,NA,1,TRUE,1,1,0,1
Nusrat.etal.,2019,NA,25,NA,NA,NA,NA,NA,NA,1.96,0.68,2.16,0.55,NA,TRUE,NA,NA,1,TRUE,2,2,0,2
Nusrat.etal.,2019,NA,25,NA,NA,NA,NA,NA,NA,1.36,0.57,1.64,1.04,NA,TRUE,NA,NA,1,TRUE,3,3,0,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pariyto_Cah.,2016,NA,13,NA,NA,NA,NA,NA,NA,7.52,0.78,8.53,0.71,NA,NA,NA,NA,1,NA,1,1,1,1
Pariyto_Cah.,2016,NA,13,NA,NA,NA,NA,NA,NA,7.52,0.78,7.8,1.04,NA,NA,NA,NA,2,NA,1,3,1,1
Pariyto_Cah.,2016,NA,12,NA,NA,NA,NA,NA,NA,7.61,0.99,7.79,1.17,NA,NA,NA,NA,1,TRUE,1,1,1,1
Pariyto_Cah.,2016,NA,12,NA,NA,NA,NA,NA,NA,7.61,0.99,7.9,1.27,NA,NA,NA,NA,2,TRUE,1,3,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parreno,2015,NA,18,NA,NA,NA,NA,NA,NA,2.79,2.12,1.83,1.77,NA,TRUE,NA,NA,1,NA,1,2,1,1
Parreno,2015,NA,18,NA,NA,NA,NA,NA,NA,2.07,1.6,2.01,1.98,NA,TRUE,NA,NA,1,NA,2,2,1,2
Parreno,2015,NA,18,NA,NA,NA,NA,NA,NA,1.07,0.71,1.03,0.5,NA,TRUE,NA,NA,1,NA,3,2,1,3
Parreno,2015,NA,18,NA,NA,NA,NA,NA,NA,1.36,0.6,0.91,0.62,NA,TRUE,NA,NA,1,NA,4,2,1,4
Parreno,2015,NA,13,NA,NA,NA,NA,NA,NA,3.26,1.25,3.33,1.58,NA,TRUE,NA,NA,1,NA,1,2,1,1
Parreno,2015,NA,13,NA,NA,NA,NA,NA,NA,2.1,1.66,2.01,1.98,NA,TRUE,NA,NA,1,NA,2,2,1,2
Parreno,2015,NA,13,NA,NA,NA,NA,NA,NA,1.3,0.48,1.15,0.68,NA,TRUE,NA,NA,1,NA,3,2,1,3
Parreno,2015,NA,13,NA,NA,NA,NA,NA,NA,1.4,0.39,0.94,0.61,NA,TRUE,NA,NA,1,NA,4,2,1,4
Parreno,2015,NA,20,NA,NA,NA,NA,NA,NA,3.4,2.19,1.59,1.1,NA,TRUE,NA,NA,1,NA,1,2,1,1
Parreno,2015,NA,20,NA,NA,NA,NA,NA,NA,2.15,1.11,0.52,0.36,NA,TRUE,NA,NA,1,NA,2,2,1,2
Parreno,2015,NA,20,NA,NA,NA,NA,NA,NA,1.24,0.54,0.47,0.38,NA,TRUE,NA,NA,1,NA,3,2,1,3
Parreno,2015,NA,20,NA,NA,NA,NA,NA,NA,1.22,0.43,0.51,0.6,NA,TRUE,NA,NA,1,NA,4,2,1,4
Parreno,2015,NA,17,NA,NA,NA,NA,NA,NA,2.45,1.57,2.45,1.72,NA,TRUE,NA,NA,1,TRUE,2,2,1,2
Parreno,2015,NA,17,NA,NA,NA,NA,NA,NA,1.18,0.91,1.65,1.01,NA,TRUE,NA,NA,1,TRUE,3,2,1,3
Parreno,2015,NA,17,NA,NA,NA,NA,NA,NA,1.53,0.9,1.41,0.65,NA,TRUE,NA,NA,1,TRUE,4,2,1,4
Parreno,2015,NA,17,NA,NA,NA,NA,NA,NA,2.72,1.11,2.49,1.51,NA,TRUE,NA,NA,1,TRUE,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pash.,2017,NA,23,NA,NA,NA,NA,NA,NA,17.58,12.53,33.41,15.65,NA,NA,NA,NA,1,NA,1,1,1,1
Pash.,2017,NA,23,NA,NA,NA,NA,NA,NA,17.58,12.53,22.12,8.57,NA,NA,NA,NA,2,NA,1,3,1,1
Pash.,2017,NA,17,NA,NA,NA,NA,NA,NA,16.36,8.51,23.64,17.6,NA,NA,NA,NA,1,NA,1,1,1,1
Pash.,2017,NA,17,NA,NA,NA,NA,NA,NA,16.36,8.51,18.19,9.26,NA,NA,NA,NA,2,NA,1,3,1,1
Pash.,2017,NA,16,NA,NA,NA,NA,NA,NA,13.01,7.44,28.03,14.68,NA,NA,NA,NA,1,NA,1,1,1,1
Pash.,2017,NA,16,NA,NA,NA,NA,NA,NA,13.01,7.44,15.08,7.4,NA,NA,NA,NA,2,NA,1,3,1,1
Pash.,2017,NA,21,NA,NA,NA,NA,NA,NA,14.94,8.69,17.14,7.9,NA,NA,NA,NA,1,TRUE,1,1,1,1
Pash.,2017,NA,21,NA,NA,NA,NA,NA,NA,14.94,8.69,17.42,9.38,NA,NA,NA,NA,2,TRUE,1,3,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polio_etal,1998,NA,34,NA,NA,NA,NA,NA,NA,0.263,0.14,0.311,0.132,NA,NA,NA,NA,1,NA,1,2,0,1
Polio_etal,1998,NA,34,NA,NA,NA,NA,NA,NA,0.208,0.127,0.249,0.127,NA,NA,NA,NA,1,NA,2,2,0,2
Polio_etal,1998,NA,31,NA,NA,NA,NA,NA,NA,0.254,0.127,0.296,0.171,NA,NA,NA,NA,1,TRUE,1,2,0,1
Polio_etal,1998,NA,31,NA,NA,NA,NA,NA,NA,0.192,0.111,0.235,1.44,NA,NA,NA,NA,1,TRUE,2,2,0,2
